brca1,brca2,palb2,pten,tp53,atm,cdh1,chek2,nbn,nf1,stk11,bard1,mlh1,msh2,msh6,pms2,epcam,rad51c,rad51d,rad50,rb1,rbl1,rbl2,ccna1,ccnb1,cdk1,ccne1,cdk2,cdc25a,ccnd1,cdk4,cdk6,ccnd2,cdkn2a,cdkn2b,myc,cdkn1a,cdkn1b,e2f1,e2f2,e2f3,e2f4,e2f5,e2f6,e2f7,e2f8,src,jak1,jak2,stat1,stat2,stat3,stat5a,stat5b,mdm2,tp53bp1,adam10,adam17,aph1a,aph1b,arrdc1,cir1,ctbp1,ctbp2,cul1,dll1,dll3,dll4,dtx1,dtx2,dtx3,dtx4,ep300,fbxw7,hdac1,hdac2,hes1,hes5,heyl,itch,jag1,jag2,kdm5a,lfng,maml1,maml2,maml3,ncor2,ncstn,notch1,notch2,notch3,nrarp,numb,numbl,psen1,psen2,psenen,rbpj,rbpjl,rfng,snw1,spen,hes2,hes4,hes7,hey1,hey2,acvr1,acvr1b,acvr1c,acvr2a,acvr2b,acvrl1,akt1,akt1s1,akt2,apaf1,arl11,atr,aurka,bad,bcl2,bcl2l1,bmp10,bmp15,bmp2,bmp3,bmp4,bmp5,bmp6,bmp7,bmpr1a,bmpr1b,bmpr2,braf,casp10,casp3,casp6,casp7,casp8,casp9,chek1,csf1,csf1r,cxcl8,cxcr1,cxcr2,dab2,diras3,dlec1,dph1,egfr,eif4e,eif4ebp1,eif5a2,erbb2,erbb3,erbb4,fas,fgf1,fgfr1,folr1,folr2,folr3,foxo1,foxo3,gdf11,gdf2,gsk3b,hif1a,hla-g,hras,igf1,igf1r,inha,inhba,inhbc,itgav,itgb3,izumo1r,kdr,kit,kras,map2k1,map2k2,map2k3,map2k4,map2k5,map3k1,map3k3,map3k4,map3k5,mapk1,mapk12,mapk14,mapk3,mapk4,mapk6,mapk7,mapk8,mapk9,mdc1,mlst8,mmp1,mmp10,mmp11,mmp12,mmp13,mmp14,mmp15,mmp16,mmp17,mmp19,mmp2,mmp21,mmp23b,mmp24,mmp25,mmp26,mmp27,mmp28,mmp3,mmp7,mmp9,mtor,nfkb1,nfkb2,opcml,pdgfa,pdgfb,pdgfra,pdgfrb,pdpk1,peg3,pik3ca,pik3r1,pik3r2,plagl1,ptk2,rab25,rad51,raf1,rassf1,rheb,rictor,rps6,rps6ka1,rps6ka2,rps6kb1,rps6kb2,rptor,slc19a1,smad1,smad2,smad3,smad4,smad5,smad6,smad7,smad9,sptbn1,terc,tert,tgfb1,tgfb2,tgfb3,tgfbr1,tgfbr2,tgfbr3,tsc1,tsc2,vegfa,vegfb,wfdc2,wwox,zfyve9,arid1a,arid1b,cbfb,gata3,kmt2c,kmt2d,myh9,ncor1,pde4dip,ptprd,ros1,runx1,tbx3,abcb1,abcb11,abcc1,abcc10,bbc3,bmf,cyp2c8,cyp3a4,fgf2,fn1,map2,map4,mapt,nr1i2,slco1b3,tubb1,tubb4a,tubb4b,twist1,adgra2,afdn,aff2,agmo,agtr2,ahnak,ahnak2,akap9,alk,apc,arid2,arid5b,asxl1,asxl2,bap1,bcas3,birc6,cacna2d3,ccnd3,chd1,clk3,clrn2,col12a1,col22a1,col6a3,ctcf,ctnna1,ctnna3,dnah11,dnah2,dnah5,dtwd2,fam20c,fanca,fancd2,flt3,foxp1,frmd3,gh1,gldc,gpr32,gps2,hdac9,herc2,hist1h2bc,kdm3a,kdm6a,klrg1,l1cam,lama2,lamb3,large1,ldlrap1,lifr,lipi,magea8,map3k10,map3k13,men1,mtap,muc16,myo1a,myo3a,ncoa3,nek1,nf2,npnt,nr2f1,nr3c1,nras,nrg3,nt5e,or6a2,palld,pbrm1,ppp2cb,ppp2r2a,prkacg,prkce,prkcq,prkcz,prkg1,prps2,prr16,ptpn22,ptprm,rasgef1b,rpgr,ryr2,sbno1,setd1a,setd2,setdb1,sf3b1,sgcd,shank2,siah1,sik1,sik2,smarcb1,smarcc1,smarcc2,smarcd1,spaca1,stab2,stmn2,syne1,taf1,taf4b,tbl1xr1,tg,thada,thsd7a,ttyh1,ubr5,ush2a,usp9x,utrn,zfp36l1,ackr3,akr1c1,akr1c2,akr1c3,akr1c4,akt3,ar,bche,cdk8,cdkn2c,cyb5a,cyp11a1,cyp11b2,cyp17a1,cyp19a1,cyp21a2,cyp3a43,cyp3a5,cyp3a7,ddc,hes6,hsd17b1,hsd17b10,hsd17b11,hsd17b12,hsd17b13,hsd17b14,hsd17b2,hsd17b3,hsd17b4,hsd17b6,hsd17b7,hsd17b8,hsd3b1,hsd3b2,hsd3b7,mecom,met,ncoa2,nrip1,pik3r3,prkci,prkd1,ran,rdh5,sdc4,serpini1,shbg,slc29a1,sox9,spry2,srd5a1,srd5a2,srd5a3,st7,star,tnk2,tulp4,ugt2b15,ugt2b17,ugt2b7
0.3133,-0.4228,1.0274,-2.451,0.5627,1.1525,1.2692,-0.1189,1.4722,-0.4798,-0.299,1.0751,1.0468,-0.498,0.4017,0.1907,-0.3308,-0.5859,1.177,-0.0021,1.6331,0.7487,-0.5097,0.0047,0.2348,1.5898,-0.2261,1.1282,0.5191,0.4941,-0.3478,-0.5634,-0.726,-1.1938,-0.7879999999999999,1.8374,-0.5345,-0.3665,0.2052,0.5677,0.0065,-0.6239,1.7686,-0.4194,1.8525,1.2389,-0.7504,0.1664,0.4977,-0.2619,-1.4777,-0.0756,-0.1988,0.1096,-0.5045,0.0518,0.9196,0.5112,-0.6004,0.4853,-1.1662,-0.8517,-0.7648,0.6421,-0.2641,-0.4907,-0.4298,-3.3606,-1.3542,-1.5301,-0.7196,-1.8309,0.7067,-0.1336,0.3006,1.4145,-0.5811,-0.5443,0.4755,0.1342,0.4939,-0.6697,0.4363,1.0627,-0.1193,-1.2784,-1.5086,0.1735,-0.2478,0.049,-0.6279,-0.0213,0.7822,-1.0187,-0.0555,1.5322,0.8567,0.2421,0.8267,0.358,0.1756,-0.2889,-0.3754,-0.0054,-1.3734,1.3995,-0.6369,1.725,-1.7274,0.1425,-1.9108,-1.5851,0.7194,-0.4925,0.3176,-0.4863,-0.2948,-0.2881,0.3892,-0.3995,0.8955,-1.2158,1.6957,-0.2212,-1.0468,-1.1545,0.4506,-1.9761,1.207,-0.27,-0.0525,-0.2349,-0.0614,-0.6279,0.0175,1.9788,0.1902,-0.5056,-1.0762,-0.0397,-0.2261,0.8315,1.0332,0.2028,-0.1881,0.5835,1.2487,1.5447,-0.8792,-0.5156,-1.2034,0.1047,-0.446,-0.6493,-0.9415,-0.9209,-0.5183,1.004,0.0302,-1.2584,-1.2961,0.7205,-0.6282,0.449,-1.0037,0.257,0.6352,-0.2516,0.6722,-0.0126,0.2753,-1.2898,0.031,-0.6484,-0.3738,-0.7461,1.3928,1.2299,0.3653,0.1269,1.5394,0.4758,-0.565,-0.4495,0.8332,-1.0474,-1.1173,-0.4594,0.0059,-0.5679,-1.0433,0.1177,-1.3562,0.3012,0.047,1.3264,0.1008,-0.3815,-0.335,0.6088,0.3361,1.2286,0.3956,0.6212,-0.6476,-0.5558,-0.2267,-0.1915,-0.5111,0.3497,-0.6592,-0.9178,0.174,0.944,-1.1171,-1.2978,1.2291,-1.0301,-0.7002,0.3529,-2.9283,0.4349,-0.304,-0.2918,0.6324,-0.2644,-1.0004,-0.0003,-1.1583,-1.6081,-0.5425,-0.6990000000000001,-0.7858,1.4817,-1.0169,-0.9426,-0.7459,-1.7226,0.1203,1.5837,0.1498,1.3601,-0.0883,-0.1469,1.2251,-1.1307,-0.075,-1.0701,-1.3183,-0.0374,-0.2882,-0.9716,1.1388,1.8997,-0.1229,-0.6981,1.452,-0.695,0.3915,1.7063,1.0108,-0.3577,0.3913,0.1932,2.622,0.0732,-0.2795,-0.6724,-0.0932,0.0841,-1.2377,0.6446,-0.517,-0.9889,2.0203,1.1469,-0.3516,-0.0697,0.91,1.0645,0.6169,-0.9926,0.667,0.6173,0.1885,-0.4571,-0.9342,-0.0602,-1.0463,0.4955,-0.2372,0.6692,0.0119,0.0555,0.9058,0.0269,-0.5636,-0.3824,-0.1777,-0.2162,-0.7093,0.204,0.4639999999999999,-0.5094,0.547,0.6848,-0.7946,0.5325,0.1525,-0.7605,-0.5739,-1.6964,0.308,0.0359,-0.4206,-0.6211,0.8057,-0.9699,-0.3542,0.4088,0.5292,0.0179,-0.9572,-0.322,-0.0744,-0.6628,-0.2557,-0.2042,0.5406,-0.0585,0.5809,0.1694,-1.1885,0.246,1.262,0.288,0.1184,-0.0148,0.7041,0.1169,0.5139,-0.4949,0.0835,0.8616,0.1869,-0.4707,-0.5244,1.1767,0.5956,1.3421,-0.3664,-0.6494,-0.1057,-0.8238,-0.962,-0.1562,0.7533,-1.0732,0.2494,-0.9742,-0.3619,-0.8935,-0.0029,0.3303,-0.2658,-1.5271,-1.5081,-0.4539,0.3534,-0.736,0.1598,-0.222,-0.238,-1.14,-1.0293,-0.657,-0.7303,-0.8629,0.9406,-0.1043,-0.6484,0.1306,-0.623,-0.6936,-0.9445,-0.2292,-0.0342,1.7106,0.0687,-1.3209,-0.7503,-0.4784,-0.3272,-0.7495,-0.6949,1.5512,0.7048,-0.3482,-0.1794,0.4499,0.6923,-0.0492,1.1811,-0.4082,-1.567,0.5511,0.5808,1.2707,-1.1888,1.3602,0.5538,-0.4523,-0.033,-0.9894,-0.2475,-0.5703,-0.4991,-0.5523,-0.5399,0.3275,-0.2672,-0.7017,-0.6663,1.0614,-0.0262,0.8919,-0.1735,-1.3965,2.2369,-1.1507,0.467,-0.391,0.2166,0.7976,-0.5486,0.1885,0.7143,0.5442,-0.2824,-0.6599,0.2731,-0.9417,0.2007,0.1769,0.5485,-0.2721,-1.0199,-0.1855,1.9722,-1.3184,0.1016,0.7018,-1.5,-0.3717,0.3525,-0.8524,-0.4723,0.7031,0.1933,-0.2136,-0.0561,0.0394,-0.8959999999999999,-0.8961,-0.7872,-0.9648,1.2025,0.9432,-1.4548,-0.2608,-1.3213,0.5378,-0.7538,-0.5539999999999999,-0.4941,-0.8977,0.964,-0.4867,-0.9589,-0.0535,-0.871,-0.7461,0.5365,0.1669999999999999,-0.5692,1.8204,-0.7423,-0.7019,-0.8616
1.0699,0.9562,-1.3953,-1.0461,1.2343,1.3263,1.1841,-0.2482,-0.1262,0.6543,-0.7340000000000001,-0.7591,0.4481,0.1557,-0.1736,0.5167,-0.0236,-0.5111,-0.1274,-0.4668,1.0573,1.0858,-0.1596,0.0002,0.4712,0.367,-0.1221,-0.1186,-0.3235,-0.1252,-0.1264,0.2266,-0.1773,-0.6496,0.0379,0.4729,0.6507,-0.0167,-0.5575,-1.2364,-0.6099,0.0742,0.3905,-0.1189,0.6857,0.4384,1.408,0.4645,-0.7806,0.0915,-0.4936,1.409,-1.0726,-0.7664,0.8863,0.2882,0.3452,0.8513,0.835,0.1778,-1.2177,0.4527,1.9269,0.2857,0.5577,0.5274,0.4457,0.1873,-0.0529,0.763,-0.1449,1.0364,-0.1541,-0.9344,-1.0906,0.0834,0.0839,-1.1077,0.0711,-1.1584,-0.3813,0.2536,-0.6975,0.8604,0.5296,-0.1032,-1.2018,-1.4111,0.5991,0.1229,-0.5381,0.4163,-0.9606,-0.1513,-0.4725,1.4617,2.5165,2.2915,0.1759,-0.7131,-0.7178,-0.0687,-0.8204,0.6989,0.3532,-2.5811,-0.5659,1.3752,1.2333,0.4636,0.6803,-0.2994,0.0984,0.8313,0.4069,-0.4167,-0.3873,1.5684,0.1001,1.0855,1.3125,-0.287,-0.6379,-0.1092,-0.3461,0.3223,0.1867,-0.8284,0.157,-0.0584,0.1416,-0.1208,0.1294,-1.0902,-0.6661,-0.3055,1.1921,1.2926,1.8044,0.2613,0.8369,-0.2883,0.6596,0.0692,0.564,0.0274,-0.413,-1.0951,-0.1243,0.2038,0.8255,-0.3425,-0.1211,0.0014,-0.3518,-1.0942,-0.6576,0.0369,-0.7847,0.5377,0.2768,0.3565,2.5301,1.6043,0.5859,0.3296,-0.5853,-0.6104,0.4367,0.2422,2.9251,1.5465,0.8517,0.851,-0.5541,-0.581,0.7461,0.2937,0.3918,0.6191,-0.1606,-0.1789,0.2747,0.0876,1.1521,-1.6812,0.5047,-0.11,-1.1998,-0.3504,-0.831,0.2726,-1.2576,-0.6765,-0.356,0.6934,-0.6183,-0.6353,0.4669,-0.0701,-0.3357,1.213,-1.2614,-0.6359,-0.3697,-0.2416,0.5289,0.1911,-0.0586,-0.2005,0.0095,-0.3329999999999999,-0.3379999999999999,0.5426,0.1143,-0.7843,0.528,0.591,0.8762,-0.6484,0.2219,-0.2221,-0.0209,0.5602,0.1209,-2.226,0.9092,-0.6032,2.0675,-0.9092,-0.3916,0.9083,0.1818,0.0462,-0.0352,1.1943,0.2019999999999999,0.3053,0.0174,-0.5676,1.1999,-0.047,-0.6392,-0.5234,1.0815,-0.5215,0.1705,-1.7028,0.4701,-1.2991,-0.5959,-0.5411,-0.5508,0.3349,0.5082,-1.2852,0.407,0.1612,0.6352,0.3429999999999999,-0.1862,-0.2101,-0.8877,-1.4194,-1.3277,1.0176,-0.1131,-1.3861,0.6195,0.2353,-1.0447,0.5064,-0.4721,0.5677,-0.2995,-0.1252,1.0154,0.499,0.332,1.8798,0.2664,-1.0222,0.5609,-0.7312,0.0404,-0.9488,-0.1865,-0.9128,1.1349,-0.8874,-0.0316,-0.7564,-0.5727,-0.5024,0.6233,-0.7071,0.6485,0.4772,-0.5119,1.4632,-0.4888,-0.3779999999999999,0.0861,0.084,-1.7166,0.4796,-0.5262,0.9852,0.1968,0.1362,-0.469,-0.3356,-0.8947,-0.6849,0.0304,-0.2757,-1.4015,0.2401,0.3938,1.3624,-0.1632,-0.3226,-0.7253,-0.2231,-0.0985,-0.8339,0.1117,-0.5039,-0.3741,-0.0496,-0.1579,0.5634,0.1919,0.9191,1.8682,1.4638,-1.1618,0.7103,0.5226,0.945,1.3136,0.0128,0.2858,-0.4988,0.0462,-0.34,-0.6079,0.1589,-0.0431,-0.275,0.2636,-0.5234,-0.8815,0.5735,-0.3439,-0.1839,0.1091,0.0373,0.7561,0.7898,-0.2199,-0.7624,0.3079,-0.0338,-0.1619,0.7674,-0.8007,-0.5697,-1.1298,2.0681,1.3017,-0.3293,-2.5147,-0.8246,-0.3549,-0.015,0.4094,0.1498,0.4781,-0.093,0.8775,-2.0501,0.4248,0.2021,0.7093,-0.2486,-1.2657,0.5605,-0.2881,-0.3366,-0.6371,1.5383,-0.6187,0.4085,0.2822,0.1021,0.7821,-1.3725,0.3804,-1.4969,0.2102,-0.5705,0.3885,-0.039,-0.3198,-0.0336,1.3155,0.5839,-0.4575,-1.5305,-0.6385,0.1745,0.5093,0.8918,0.2018,1.0827,0.8208,0.1122,-0.8321,-1.3186,-0.4738,-0.7944,-0.3216,-0.7386,1.4458,0.7581,-0.489,1.128,1.8633,0.7744,0.623,0.3375,0.7769,-0.3863,-0.2564,-0.0033,0.5793,-0.2138,0.257,-0.7564,1.0152,-1.5975,-1.822,-0.428,0.8603,0.9031,0.0098,-0.5746,1.3283,1.4575,0.7254,0.3308,0.1796,-0.0009,-0.0901,-0.3555,-0.163,-0.1502,0.9397,0.6695,-0.4953,0.1188,-1.0251,0.0573,-0.2951,0.4186,0.2423,-0.6601,-1.0975,0.9167,-0.0286,0.6883,-0.032,-0.5702,-0.7247,-0.3756,0.1289,0.6194,0.2876,-0.5346,0.2323,0.6955,-0.7672,-0.0619,-0.4865,-0.281,2.6561,5.2734,1.0053
0.6143,-0.5537,-0.4949,-2.8164,-0.226,0.5081,-2.4334,0.7805,0.0188,-0.1636,0.8909,0.9804,0.975,-0.1127,0.2092,1.3889,0.3303,0.0948,0.2362,-0.3482,0.2101,0.0629,-0.7581,1.1469,0.6844,0.3092,-0.0056,0.0728,-0.2483,0.765,1.0258,-0.2003,0.5697,-0.1124,1.0864,0.936,-0.9711,0.7191,0.4046,0.8954,0.2561,-0.7626,-0.3816,1.5281,0.6416,1.1595,0.1767,0.3679,-0.6105,0.3053,-0.0183,0.3683,0.0996,-0.482,1.354,1.1683,-0.5378,1.1992,0.7581,-0.1679,0.7882,-0.1614,0.8992,2.2763,-0.2748,-0.7518,-0.2009,-0.218,-0.2852,0.2987,0.1055,0.281,0.1415,0.6097,-0.6786,-0.2248,-0.5394,-0.0065,-0.2673,-0.9043,-0.8458,-0.6923,1.3522,0.298,0.5329999999999999,0.8723,-0.959,-0.2059,0.4012,0.0623,0.0829,-0.4526,0.422,0.4545,-0.4516,1.2186,0.1951,1.0685,0.5688,0.1989,1.2097,0.6515,0.9824,-1.1724,-0.9095,1.0388,-0.4817,-0.5444,0.5565,1.7427,-1.3995,-0.0289999999999999,-0.0802,-0.8227,0.3981,-0.4425,0.8844,-0.2857,1.3751,1.5542,0.0588,0.5242,0.7659,-0.985,-0.556,0.8613,-0.4511,-1.2656,-0.3908,-0.6875,-0.5147,-0.2649,-0.8819,-0.4087,-1.179,-0.3071,1.2343,-1.0611,0.7914,0.7481,-0.079,0.6757,-0.1281,-0.0881,-0.5307,-0.1912,-1.6434,1.9149,-0.649,0.2983,-0.3969,-1.1814,-0.5027,0.5936,-1.0051,-0.8285,0.1781,0.7631,-0.5747,-0.0349,0.1761,0.2688,-0.9697,0.1732,-0.2525,0.6093,1.1339,-0.4296,-0.8723,0.529,0.1215,-0.7619,-0.2576,0.5588,0.373,1.0033,-1.121,1.5095,-0.6275,0.6943,0.5113,-1.9272,0.9393,-0.773,0.5192,-0.2456,0.4292,-0.2039,1.2366,0.8166,-0.7773,-0.6077,-0.6482,0.5646,-1.0878,1.4506,-1.5654,-0.8618,-0.3366,-0.5448,-0.2889,0.6361,0.4688,-0.6915,-0.5755,-0.4255,0.8538,-0.564,-0.6326,-0.1255,-1.0191,-0.2394,-0.2957,1.5096,0.0833,-0.6744,0.0134,-0.7105,0.3597,-1.0527,-0.9401,-0.6334,-0.8383,-1.3409,-1.2976,0.9205,-0.4828,-0.8989,0.3193,-0.1281,-0.9295,-0.0431,0.1824,0.2876,0.3566,-0.5556,0.6377,2.137,-0.3289999999999999,-0.45,0.7278,0.8457,-0.2601,-1.0936,0.4427,0.4115,0.3933,-0.8377,-0.1788,-0.3849,-0.5379999999999999,0.0121,0.4148,1.6969,-1.5079,-0.3133,1.3093,0.1755,0.9229,0.899,0.3867,-1.2149,-0.1504,-0.2007,-0.4677,0.5005,0.311,0.1429,-0.1319,-1.0165,0.3989999999999999,0.0005,-0.3579,1.034,-0.3,-0.8814,2.5806,2.1105,1.4253,-0.2803,0.8774,-0.5056,-0.7166,-0.1304,2.1862,-0.8889,0.9777,-0.0408,-0.4659,1.6869999999999998,-0.5419,-1.0791,-1.0678,-1.0275,0.7302,1.457,-1.0019,0.6287,-0.0248,2.2531,-0.3731,0.2527,1.4991,-0.2759,-0.0621,0.379,0.6349,0.6788,0.4016,0.4064,-0.8202,-0.6062,-1.1233,0.5127,0.6709999999999999,-0.1095,-0.06,-0.5637,-0.3866,0.4723,0.0812,0.1069,0.1447,-0.5893,0.1881,-0.3525,-0.6588,-0.0809,0.4287,1.2935,-0.7592,0.8290000000000001,-0.5813,0.3999,-0.2974,0.8183,1.8766,0.5169,-0.6182,-0.0108,1.3409,-1.2516,-0.91,0.2167,-0.2485,-0.9252,-0.6041,0.0765,-0.6274,-0.8004,-1.3437,-1.4835,1.3417,-0.6551,-0.6194,-0.0607,0.0533,-0.6081,-0.0905,-0.883,2.2591,0.2031,-0.5754,-0.1069,-0.1954,0.0602,0.1468,1.3695,-0.1875,-0.5774,-0.0623,-0.0271,-0.9742,0.8978,0.1242,1.0037,0.4157,1.0057,-0.1024,-0.2345,0.2651,-1.7451,1.0468,-1.9049,-0.4694,-0.8418,0.3481,-0.126,-0.9183,0.009,-0.9466,0.4607,-0.4771,-0.7343,-0.8813,-0.0653,0.1513,-0.4814,-0.1347,-0.4293,1.9395,0.4265,2.7027,0.7093,-0.3737,-0.5038,0.0897,-1.2503,1.02,-0.0984,0.2965,1.0814,1.4384,-0.4057,1.0279,0.5274,0.6748,0.1046,-0.8938,-0.1842,0.5788,0.2673,-0.5958,-0.3146,-0.7574,0.7473,-1.0056,0.9306,-0.3866,-1.5615,-1.1023,-0.8764,-0.991,-1.4797,1.3257,0.4846,-0.5749,-0.2338,1.7421,-0.206,-0.4777,-0.0887,-0.0597,-0.174,-1.1077,0.2266,0.1541,-0.3358,2.1664,-0.3559,0.2238,-0.0272,0.2518,0.0537,-0.4452,-0.5561,-1.1543,-0.2586,0.5747,0.4892,0.5757,0.7364,0.0547,-1.2257,-0.0006,0.0269,0.3979999999999999,-0.2251,1.5228,-0.5266,0.8823,0.9865,-0.6607,0.3734,-0.2827,-1.095,-2.1075,-0.3294,-0.7776,-0.1733,0.5086,-0.5288,-0.2274,-0.0558,0.3138,0.0229,-0.3438,-0.2294,-0.7814
